Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country_Region,City,State_Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Year,Month_Year,Profit Margin,Profit Flag,Sale Bend
2644,US-2024-166947,6/5/2024,6/10/2024,Standard Class,EB-13750,Edward Becker,Corporate,United States,Buffalo,New York,14215,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,1522.64,9,0.1,169.18,Jun,2024,24-Jun,11.10%,Profitable,High
2657,US-2024-162201,6/8/2024,6/12/2024,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,516.96,4,0.2,-6.46,Jun,2024,24-Jun,-1.30%,Loss,High
2666,US-2024-121720,6/11/2024,6/12/2024,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,-182.64,Jun,2024,24-Jun,-16.30%,Loss,High
2675,US-2024-121720,6/11/2024,6/12/2024,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.62,2,0.2,51.83,Jun,2024,24-Jun,5.00%,Profitable,High
2676,US-2024-121720,6/11/2024,6/12/2024,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.81,4,0.2,21.14,Jun,2024,24-Jun,3.70%,Profitable,High
2693,US-2024-104941,6/13/2024,6/19/2024,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97,3,0,314.99,Jun,2024,24-Jun,35.00%,Profitable,High
2702,US-2024-163825,6/16/2024,6/19/2024,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.38,3,0.2,1143.89,Jun,2024,24-Jun,37.50%,Profitable,High
2707,US-2024-156734,6/18/2024,6/20/2024,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167,South,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",643.14,4,0.2,56.27,Jun,2024,24-Jun,8.80%,Profitable,High
2732,US-2024-124975,6/22/2024,6/25/2024,First Class,MG-17875,Michael Grace,Home Office,United States,Aurora,Illinois,60505,Central,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,796.43,7,0.5,-525.64,Jun,2024,24-Jun,-66.00%,Loss,High
2733,US-2024-153423,6/22/2024,6/27/2024,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.57,2,0.2,456.59,Jun,2024,24-Jun,37.50%,Profitable,High
2758,US-2024-166583,6/26/2024,6/30/2024,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.88,3,0.2,109.34,Jun,2024,24-Jun,11.30%,Profitable,High
2760,US-2024-112144,6/28/2024,7/2/2024,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,621.76,4,0.2,46.63,Jun,2024,24-Jun,7.50%,Profitable,High
2789,US-2024-154956,7/4/2024,7/9/2024,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0,285.99,Jul,2024,24-Jul,26.00%,Profitable,High
2802,US-2024-108665,7/6/2024,7/10/2024,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65,5,0,156.43,Jul,2024,24-Jul,26.00%,Profitable,High
2831,US-2024-136469,7/11/2024,7/12/2024,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,716,2,0,193.32,Jul,2024,24-Jul,27.00%,Profitable,High
2836,US-2024-126557,7/12/2024,7/17/2024,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000526,Technology,Phones,Vtech CS6719,537.54,7,0.2,53.75,Jul,2024,24-Jul,10.00%,Profitable,High
2839,US-2024-126557,7/12/2024,7/17/2024,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,659.17,4,0.2,49.44,Jul,2024,24-Jul,7.50%,Profitable,High
2840,US-2024-114069,7/13/2024,7/15/2024,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9,0.1,321.84,Jul,2024,24-Jul,16.70%,Profitable,High
2849,US-2024-113404,7/16/2024,7/16/2024,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.7,6,0.2,-219.16,Jul,2024,24-Jul,-16.30%,Loss,High
2850,US-2024-113404,7/16/2024,7/16/2024,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.15,3,0.2,78.77,Jul,2024,24-Jul,11.30%,Profitable,High
2855,US-2024-166520,7/16/2024,7/19/2024,First Class,KE-16420,Katrina Edelman,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,10,0,191.97,Jul,2024,24-Jul,32.00%,Profitable,High
2863,US-2024-111206,7/18/2024,7/22/2024,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,San Diego,California,92105,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96,4,0,176.79,Jul,2024,24-Jul,34.00%,Profitable,High
2866,US-2024-122784,7/20/2024,7/27/2024,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,5,0.3,-52.2,Jul,2024,24-Jul,-5.70%,Loss,High
2874,US-2024-160472,7/20/2024,7/25/2024,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831.2,5,0,124.68,Jul,2024,24-Jul,15.00%,Profitable,High
2883,US-2024-148635,7/25/2024,7/27/2024,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0,56.39,Jul,2024,24-Jul,8.00%,Profitable,High
2884,US-2024-148635,7/25/2024,7/27/2024,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.57,2,0.2,28.08,Jul,2024,24-Jul,5.00%,Profitable,High
2890,US-2024-139248,7/25/2024,7/30/2024,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,39,Jul,2024,24-Jul,6.30%,Profitable,High
2904,US-2024-124891,7/31/2024,7/31/2024,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.78,7,0.4,-290.88,Jul,2024,24-Jul,-26.70%,Loss,High
2907,US-2024-124891,7/31/2024,7/31/2024,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0,762.18,Jul,2024,24-Jul,33.00%,Profitable,High
2909,US-2024-153388,8/1/2024,8/7/2024,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.98,6,0.2,-175.87,Aug,2024,24-Aug,-17.50%,Loss,High
2916,US-2024-147501,8/2/2024,8/6/2024,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2,0.2,41.88,Aug,2024,24-Aug,7.50%,Profitable,High
2945,US-2024-103954,8/9/2024,8/13/2024,Second Class,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,5,0,48.12,Aug,2024,24-Aug,7.00%,Profitable,High
2950,US-2024-163055,8/9/2024,8/16/2024,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0,136.94,Aug,2024,24-Aug,22.00%,Profitable,High
2952,US-2024-131338,8/9/2024,8/12/2024,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.57,2,0.2,456.59,Aug,2024,24-Aug,37.50%,Profitable,High
2960,US-2024-131338,8/9/2024,8/12/2024,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.39,Aug,2024,24-Aug,28.00%,Profitable,High
2992,US-2024-128090,8/16/2024,8/22/2024,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,5,0.2,211.5,Aug,2024,24-Aug,11.30%,Profitable,High
2993,US-2024-126753,8/16/2024,8/20/2024,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,519.79,4,0.4,-112.62,Aug,2024,24-Aug,-21.70%,Loss,High
2999,US-2024-130456,8/21/2024,8/26/2024,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.4,6,0.15,34.49,Aug,2024,24-Aug,5.90%,Profitable,High
3000,US-2024-144267,8/21/2024,8/23/2024,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.01,3,0.2,40.8,Aug,2024,24-Aug,7.50%,Profitable,High
3001,US-2024-154823,8/21/2024,8/25/2024,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Springfield,Ohio,45503,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598.46,3,0.3,-42.75,Aug,2024,24-Aug,-7.10%,Loss,High
3012,US-2024-130512,8/21/2024,8/25/2024,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",663.07,6,0.2,-165.77,Aug,2024,24-Aug,-25.00%,Loss,High
3018,US-2024-165624,8/23/2024,8/28/2024,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0,152.02,Aug,2024,24-Aug,28.00%,Profitable,High
3030,US-2024-146563,8/24/2024,8/28/2024,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.79,5,0.3,-118.13,Aug,2024,24-Aug,-12.90%,Loss,High
3034,US-2024-146563,8/24/2024,8/28/2024,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.43,7,0.2,124.93,Aug,2024,24-Aug,12.50%,Profitable,High
3035,US-2024-146563,8/24/2024,8/28/2024,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.77,Aug,2024,24-Aug,-18.80%,Loss,High
3039,US-2024-102491,8/24/2024,8/28/2024,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,3080,7,0,1416.8,Aug,2024,24-Aug,46.00%,Profitable,High
3041,US-2024-102491,8/24/2024,8/28/2024,Standard Class,KW-16435,Katrina Willman,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10001619,Technology,Phones,LG G3,587.97,3,0,170.51,Aug,2024,24-Aug,29.00%,Profitable,High
3056,US-2024-121188,8/28/2024,9/4/2024,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,728.82,9,0,29.15,Aug,2024,24-Aug,4.00%,Profitable,High
3057,US-2024-121188,8/28/2024,9/4/2024,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",892.35,5,0,267.71,Aug,2024,24-Aug,30.00%,Profitable,High
3059,US-2024-100377,8/28/2024,9/1/2024,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.99,Aug,2024,24-Aug,31.30%,Profitable,High
3061,US-2024-166219,8/28/2024,9/1/2024,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,5,0.2,82.5,Aug,2024,24-Aug,7.50%,Profitable,High
3064,US-2024-111514,8/31/2024,9/2/2024,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.83,7,0.15,200.95,Aug,2024,24-Aug,12.90%,Profitable,High
3070,US-2024-157805,8/31/2024,9/4/2024,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,San Diego,California,92037,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,555.96,5,0.2,41.7,Aug,2024,24-Aug,7.50%,Profitable,High
3076,US-2024-104626,9/1/2024,9/8/2024,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,6,0,315.74,Sep,2024,24-Sep,29.00%,Profitable,High
3077,US-2024-137946,9/1/2024,9/4/2024,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,2,0.2,335.99,Sep,2024,24-Sep,35.00%,Profitable,High
3088,US-2024-138303,9/3/2024,9/7/2024,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.25,1,0.2,-149.91,Sep,2024,24-Sep,-22.50%,Loss,High
3098,US-2024-142755,9/4/2024,9/8/2024,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.59,Sep,2024,24-Sep,18.00%,Profitable,High
3128,US-2024-110744,9/7/2024,9/12/2024,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.16,Sep,2024,24-Sep,3.00%,Profitable,High
3130,US-2024-140557,9/7/2024,9/11/2024,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,559.93,7,0,167.98,Sep,2024,24-Sep,30.00%,Profitable,High
3131,US-2024-102876,9/7/2024,9/14/2024,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,791.96,6,0.4,-131.99,Sep,2024,24-Sep,-16.70%,Loss,High
3155,US-2024-132465,9/11/2024,9/15/2024,Second Class,DM-13525,Don Miller,Corporate,United States,New York City,New York,10035,East,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0,108.18,Sep,2024,24-Sep,14.00%,Profitable,High
3167,US-2024-115567,9/13/2024,9/18/2024,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,7,0,394.21,Sep,2024,24-Sep,26.00%,Profitable,High
3168,US-2024-129007,9/13/2024,9/15/2024,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.77,Sep,2024,24-Sep,10.00%,Profitable,High
3182,US-2024-120362,9/14/2024,9/19/2024,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Provo,Utah,84604,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75,5,0,118.66,Sep,2024,24-Sep,13.00%,Profitable,High
3185,US-2024-140984,9/14/2024,9/18/2024,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,991.2,6,0,257.71,Sep,2024,24-Sep,26.00%,Profitable,High
3187,US-2024-140984,9/14/2024,9/18/2024,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.98,2,0.2,329.99,Sep,2024,24-Sep,37.50%,Profitable,High
3189,US-2024-102582,9/15/2024,9/19/2024,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",1056.86,7,0,306.49,Sep,2024,24-Sep,29.00%,Profitable,High
3192,US-2024-102582,9/15/2024,9/19/2024,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,2,0,200.49,Sep,2024,24-Sep,25.00%,Profitable,High
3203,US-2024-126977,9/17/2024,9/23/2024,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2003.92,5,0.2,-25.05,Sep,2024,24-Sep,-1.30%,Loss,High
3204,US-2024-150630,9/17/2024,9/21/2024,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.05,Sep,2024,24-Sep,-54.00%,Loss,High
3205,US-2024-126977,9/17/2024,9/23/2024,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.7,6,0.2,158.58,Sep,2024,24-Sep,3.80%,Profitable,High
3223,US-2024-126977,9/17/2024,9/23/2024,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.77,Sep,2024,24-Sep,33.00%,Profitable,High
3232,US-2024-109575,9/18/2024,9/23/2024,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,636.86,7,0,0,Sep,2024,24-Sep,0.00%,Loss,High
3237,US-2024-142202,9/18/2024,9/23/2024,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.12,9,0.2,152.39,Sep,2024,24-Sep,21.30%,Profitable,High
3238,US-2024-109575,9/18/2024,9/23/2024,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,499.99,1,0,130,Sep,2024,24-Sep,26.00%,Profitable,Medium
3239,US-2024-109575,9/18/2024,9/23/2024,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1259.93,7,0,327.58,Sep,2024,24-Sep,26.00%,Profitable,High
3247,US-2024-141565,9/20/2024,9/24/2024,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1369.76,6,0.7,-913.18,Sep,2024,24-Sep,-66.70%,Loss,High
3255,US-2024-158421,9/21/2024,9/26/2024,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1690.04,4,0,422.51,Sep,2024,24-Sep,25.00%,Profitable,High
3256,US-2024-117800,9/21/2024,9/26/2024,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0,141.16,Sep,2024,24-Sep,26.00%,Profitable,High
3257,US-2024-149972,9/21/2024,9/23/2024,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.54,4,0.2,0,Sep,2024,24-Sep,0.00%,Loss,High
3268,US-2024-158421,9/21/2024,9/26/2024,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84,8,0,17.76,Sep,2024,24-Sep,2.00%,Profitable,High
3270,US-2024-158421,9/21/2024,9/26/2024,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,629.95,5,0,176.39,Sep,2024,24-Sep,28.00%,Profitable,High
3271,US-2024-117800,9/21/2024,9/26/2024,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149,East,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,589.9,2,0,147.48,Sep,2024,24-Sep,25.00%,Profitable,High
3273,US-2024-126697,9/21/2024,9/24/2024,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.34,7,0.2,118.29,Sep,2024,24-Sep,12.50%,Profitable,High
3282,US-2024-102260,9/22/2024,9/26/2024,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.06,4,0.2,-63.01,Sep,2024,24-Sep,-8.80%,Loss,High
3284,US-2024-115343,9/22/2024,9/25/2024,First Class,FO-14305,Frank Olsen,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.98,3,0.2,-7.72,Sep,2024,24-Sep,-1.30%,Loss,High
3285,US-2024-153381,9/24/2024,9/28/2024,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001,Central,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,10,0,394.27,Sep,2024,24-Sep,28.00%,Profitable,High
3286,US-2024-143119,9/24/2024,9/30/2024,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0,155.25,Sep,2024,24-Sep,30.00%,Profitable,High
3288,US-2024-103835,9/24/2024,9/28/2024,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0,335.85,Sep,2024,24-Sep,29.00%,Profitable,High
3303,US-2024-164308,9/24/2024,9/27/2024,First Class,SC-20680,Steve Carroll,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,821.94,6,0,213.7,Sep,2024,24-Sep,26.00%,Profitable,High
3306,US-2024-106320,9/25/2024,9/30/2024,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0,240.26,Sep,2024,24-Sep,23.00%,Profitable,High
3323,US-2024-103933,9/25/2024,9/27/2024,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0,395.96,Sep,2024,24-Sep,44.00%,Profitable,High
3341,US-2024-127173,9/26/2024,10/3/2024,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572,East,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,7,0,296.07,Sep,2024,24-Sep,47.00%,Profitable,High
