Order ID,Order Date,Ship Date,Customer Name,Segment,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Month-Year,Profit Margin,Profit Flag,Sale Band,Region
US-2023-132864,12/2/2023,12/7/2023,Katherine Nockton,Corporate,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,29.95,23-Dec,25.00%,Profitable,Medium,East
US-2023-112158,12/2/2023,12/4/2023,David Philippe,Consumer,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,52.78,23-Dec,44.00%,Profitable,Medium,East
CA-2023-123664,12/2/2023,12/6/2023,Neil Cohen,Home Office,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,-24.8,23-Dec,-42.50%,Loss,Low,East
CA-2023-117964,12/2/2023,12/6/2023,Michael Knudson,Corporate,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,-20.98,23-Dec,-52.50%,Loss,Low,East
CA-2023-117964,12/2/2023,12/6/2023,Michael Knudson,Corporate,Office Supplies,Art,Newell 343,16.46,7,2.44,23-Dec,14.80%,Profitable,Low,East
US-2023-164861,12/3/2023,12/6/2023,Matthew Clasen,Corporate,Office Supplies,Paper,Xerox 214,25.92,4,12.44,23-Dec,48.00%,Profitable,Low,Central
US-2023-122749,12/3/2023,12/9/2023,Nathan Gelder,Consumer,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,134.39,23-Dec,28.00%,Profitable,Medium,Central
US-2023-127187,12/4/2023,12/8/2023,Cathy Prescott,Corporate,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,62.39,23-Dec,48.00%,Profitable,Medium,East
CA-2023-119508,12/4/2023,12/9/2023,Tracy Zic,Consumer,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08,6,9.03,23-Dec,36.00%,Profitable,Low,West
CA-2023-119508,12/4/2023,12/9/2023,Tracy Zic,Consumer,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,5,6.25,23-Dec,37.00%,Profitable,Low,West
US-2023-150203,12/5/2023,12/7/2023,Joni Blumstein,Consumer,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,250.26,6,72.58,23-Dec,29.00%,Profitable,Medium,West
US-2023-106376,12/5/2023,12/10/2023,Brendan Sweed,Corporate,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,8,111.3,23-Dec,10.00%,Profitable,High,West
US-2023-133830,12/5/2023,12/10/2023,Rob Lucas,Consumer,Office Supplies,Art,Prang Colored Pencils,26.46,9,11.91,23-Dec,45.00%,Profitable,Low,West
US-2023-151162,12/5/2023,12/9/2023,Erin Ashbrook,Corporate,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,-23.95,23-Dec,-80.00%,Loss,Low,East
US-2023-125542,12/5/2023,12/7/2023,Nona Balk,Corporate,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.49,7,117.61,23-Dec,33.80%,Profitable,Medium,East
US-2023-133830,12/5/2023,12/10/2023,Rob Lucas,Consumer,Office Supplies,Fasteners,Advantus Plastic Paper Clips,15,3,7.2,23-Dec,48.00%,Profitable,Low,West
US-2023-151162,12/5/2023,12/9/2023,Erin Ashbrook,Corporate,Office Supplies,Paper,Xerox 1893,98.38,3,35.66,23-Dec,36.30%,Profitable,Low,East
US-2023-133830,12/5/2023,12/10/2023,Rob Lucas,Consumer,Office Supplies,Paper,Xerox 1933,49.12,4,23.09,23-Dec,47.00%,Profitable,Low,West
US-2023-151162,12/5/2023,12/9/2023,Erin Ashbrook,Corporate,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.47,3,5.68,23-Dec,32.50%,Profitable,Low,East
US-2023-125542,12/5/2023,12/7/2023,Nona Balk,Corporate,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.74,4,-30.23,23-Dec,-17.50%,Loss,Medium,East
US-2023-138296,12/5/2023,12/12/2023,Roy Collins,Consumer,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,6.88,23-Dec,28.00%,Profitable,Low,South
US-2023-166191,12/5/2023,12/9/2023,David Kendrick,Corporate,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.82,2,1.86,23-Dec,7.50%,Profitable,Low,Central
US-2023-166191,12/5/2023,12/9/2023,David Kendrick,Corporate,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7,76.64,23-Dec,18.80%,Profitable,Medium,Central
US-2023-151162,12/5/2023,12/9/2023,Erin Ashbrook,Corporate,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2,-44.99,23-Dec,-25.00%,Loss,Medium,East
US-2023-151162,12/5/2023,12/9/2023,Erin Ashbrook,Corporate,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.74,1,-9.18,23-Dec,-25.00%,Loss,Low,East
US-2023-106376,12/5/2023,12/10/2023,Brendan Sweed,Corporate,Technology,Phones,netTALK DUO VoIP Telephone Service,167.97,4,62.99,23-Dec,37.50%,Profitable,Medium,West
US-2023-140452,12/6/2023,12/10/2023,Berenike Kampe,Consumer,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.78,3,-4.85,23-Dec,-45.00%,Loss,Low,Central
US-2023-110030,12/6/2023,12/8/2023,Luke Foster,Consumer,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.98,3,-14.39,23-Dec,-60.00%,Loss,Low,Central
US-2023-112872,12/6/2023,12/11/2023,Ryan Crowe,Consumer,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1,-170.8,23-Dec,-62.00%,Loss,Medium,West
US-2023-140452,12/6/2023,12/10/2023,Berenike Kampe,Consumer,Furniture,Tables,KI Adjustable-Height Table,214.95,5,-120.37,23-Dec,-56.00%,Loss,Medium,Central
US-2023-140452,12/6/2023,12/10/2023,Berenike Kampe,Consumer,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.02,4,-31.54,23-Dec,-225.00%,Loss,Low,Central
US-2023-140452,12/6/2023,12/10/2023,Berenike Kampe,Consumer,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2,-8.05,23-Dec,-175.00%,Loss,Low,Central
US-2023-155390,12/6/2023,12/11/2023,Barry Gonzalez,Consumer,Office Supplies,Paper,Xerox 1909,42.21,2,13.72,23-Dec,32.50%,Profitable,Low,South
US-2023-106726,12/6/2023,12/8/2023,Roland Schwarz,Corporate,Office Supplies,Storage,Standard Rollaway File with Lock,1261.33,7,327.95,23-Dec,26.00%,Profitable,High,West
US-2023-112872,12/6/2023,12/11/2023,Ryan Crowe,Consumer,Office Supplies,Storage,File Shuttle I and Handi-File,53.42,3,4.67,23-Dec,8.80%,Profitable,Low,West
US-2023-140452,12/6/2023,12/10/2023,Berenike Kampe,Consumer,Office Supplies,Storage,Rogers Deluxe File Chest,35.17,2,-8.35,23-Dec,-23.80%,Loss,Low,Central
US-2023-140452,12/6/2023,12/10/2023,Berenike Kampe,Consumer,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,4,-7.01,23-Dec,-20.00%,Loss,Low,Central
US-2023-138737,12/7/2023,12/10/2023,Frank Preis,Consumer,Office Supplies,Art,Newell 32,8.64,3,2.42,23-Dec,28.00%,Profitable,Low,West
US-2023-154592,12/7/2023,12/8/2023,Erica Hernandez,Home Office,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,3,80.79,23-Dec,49.00%,Profitable,Medium,West
US-2023-159681,12/7/2023,12/13/2023,Patrick O'Brill,Consumer,Office Supplies,Paper,Xerox 1909,105.52,4,48.54,23-Dec,46.00%,Profitable,Medium,South
US-2023-101392,12/7/2023,12/13/2023,Ann Steele,Home Office,Office Supplies,Storage,Advantus Rolling Drawer Organizers,269.36,7,70.03,23-Dec,26.00%,Profitable,Medium,West
US-2023-135608,12/8/2023,12/10/2023,Jim Karlsson,Consumer,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,45.29,23-Dec,7.50%,Profitable,High,West
US-2023-144071,12/8/2023,12/15/2023,Denny Joy,Corporate,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,11.17,23-Dec,28.00%,Profitable,Low,West
US-2023-144071,12/8/2023,12/15/2023,Denny Joy,Corporate,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,79.44,3,28.6,23-Dec,36.00%,Profitable,Low,West
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6.46,4,-4.52,23-Dec,-70.00%,Loss,Low,West
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Office Supplies,Labels,Avery 499,27.89,7,9.06,23-Dec,32.50%,Profitable,Low,West
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Office Supplies,Labels,Avery 492,11.52,5,3.74,23-Dec,32.50%,Profitable,Low,West
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Office Supplies,Paper,Xerox 232,10.37,2,3.63,23-Dec,35.00%,Profitable,Low,West
US-2023-135608,12/8/2023,12/10/2023,Jim Karlsson,Consumer,Office Supplies,Paper,Xerox 1964,45.68,2,21.01,23-Dec,46.00%,Profitable,Low,West
US-2023-104773,12/8/2023,12/13/2023,Thomas Boland,Corporate,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.42,2,6.04,23-Dec,10.00%,Profitable,Low,Central
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Office Supplies,Storage,Adjustable Personal File Tote,39.07,3,2.93,23-Dec,7.50%,Profitable,Low,West
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,13.88,5,-2.6,23-Dec,-18.80%,Loss,Low,West
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,103.92,10,-18.19,23-Dec,-17.50%,Loss,Medium,West
US-2023-129364,12/8/2023,12/13/2023,Tim Brockman,Consumer,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,19.76,23-Dec,37.50%,Profitable,Low,West
US-2023-169649,12/9/2023,12/15/2023,Thomas Seio,Corporate,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,20.39,2,-53.01,23-Dec,-260.00%,Loss,Low,Central
US-2023-138128,12/9/2023,12/15/2023,Frank Preis,Consumer,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,30.67,3,9.59,23-Dec,31.30%,Profitable,Low,East
US-2023-169649,12/9/2023,12/15/2023,Thomas Seio,Corporate,Office Supplies,Paper,Astroparche Fine Business Paper,8.45,2,2.96,23-Dec,35.00%,Profitable,Low,Central
US-2023-109932,12/9/2023,12/11/2023,Victoria Pisteka,Corporate,Office Supplies,Paper,Xerox 195,10.69,2,3.74,23-Dec,35.00%,Profitable,Low,Central
US-2023-104976,12/9/2023,12/16/2023,Cyma Kinney,Corporate,Office Supplies,Paper,Xerox 1987,34.68,6,16.99,23-Dec,49.00%,Profitable,Low,West
US-2023-109932,12/9/2023,12/11/2023,Victoria Pisteka,Corporate,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",237.1,3,20.75,23-Dec,8.70%,Profitable,Medium,Central
US-2023-101175,12/9/2023,12/14/2023,Dario Medina,Corporate,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,100.7,6,-1.26,23-Dec,-1.30%,Loss,Medium,West
US-2023-138128,12/9/2023,12/15/2023,Frank Preis,Consumer,Technology,Copiers,Canon PC940 Copier,1079.98,4,126,23-Dec,11.70%,Profitable,High,East
US-2023-112991,12/10/2023,12/14/2023,Sally Hughsby,Corporate,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.35,3,4.23,23-Dec,1.20%,Profitable,Medium,West
US-2023-148488,12/10/2023,12/15/2023,Sally Matthias,Consumer,Office Supplies,Binders,Poly Designer Cover & Back,106.34,7,37.22,23-Dec,35.00%,Profitable,Medium,East
US-2023-112991,12/10/2023,12/14/2023,Sally Hughsby,Corporate,Office Supplies,Paper,Xerox 1931,25.92,4,12.44,23-Dec,48.00%,Profitable,Low,West
US-2023-112991,12/10/2023,12/14/2023,Sally Hughsby,Corporate,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,42.03,23-Dec,46.00%,Profitable,Low,West
US-2023-148488,12/10/2023,12/15/2023,Sally Matthias,Consumer,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,5.23,23-Dec,46.00%,Profitable,Low,East
US-2023-168494,12/12/2023,12/14/2023,Nora Preis,Consumer,Furniture,Bookcases,Bestar Classic Bookcase,254.97,3,12,23-Dec,4.70%,Profitable,Medium,West
US-2023-113320,12/12/2023,12/15/2023,Logan Haushalter,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,4.44,23-Dec,48.00%,Profitable,Low,West
US-2023-141607,12/12/2023,12/17/2023,William Brown,Consumer,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,4.33,23-Dec,10.00%,Profitable,Low,West
US-2023-113320,12/12/2023,12/15/2023,Logan Haushalter,Consumer,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,4.51,23-Dec,36.00%,Profitable,Low,West
US-2023-168494,12/12/2023,12/14/2023,Nora Preis,Consumer,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.85,12,135.41,23-Dec,3.80%,Profitable,High,West
US-2023-168494,12/12/2023,12/14/2023,Nora Preis,Consumer,Furniture,Tables,Hon Non-Folding Utility Tables,764.69,6,95.59,23-Dec,12.50%,Profitable,High,West
US-2023-122959,12/12/2023,12/12/2023,Craig Yedwab,Corporate,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.39,2,-336.63,23-Dec,-160.00%,Loss,Medium,Central
US-2023-107573,12/12/2023,12/17/2023,Philip Brown,Consumer,Office Supplies,Envelopes,Staple envelope,23.47,3,7.63,23-Dec,32.50%,Profitable,Low,South
US-2023-113320,12/12/2023,12/15/2023,Logan Haushalter,Consumer,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,0.63,23-Dec,7.00%,Profitable,Low,West
US-2023-124079,12/13/2023,12/17/2023,Randy Ferguson,Corporate,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,7.7,23-Dec,8.80%,Profitable,Low,West
US-2023-102631,12/13/2023,12/17/2023,Ellis Ballard,Corporate,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94.43,3,-42.49,23-Dec,-45.00%,Loss,Low,Central
US-2023-124079,12/13/2023,12/17/2023,Randy Ferguson,Corporate,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.21,2,-4.17,23-Dec,-80.00%,Loss,Low,West
US-2023-129819,12/13/2023,12/15/2023,Kimberly Carter,Corporate,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,5.82,23-Dec,47.00%,Profitable,Low,South
US-2023-113579,12/13/2023,12/15/2023,Katherine Ducich,Consumer,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6,41.51,23-Dec,46.00%,Profitable,Low,West
US-2023-154186,12/13/2023,12/15/2023,Ralph Arnett,Consumer,Office Supplies,Supplies,Acme Value Line Scissors,2.92,1,0.37,23-Dec,12.50%,Profitable,Low,Central
US-2023-116568,12/14/2023,12/20/2023,Bryan Mills,Consumer,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.3,4,13.97,23-Dec,7.50%,Profitable,Medium,South
US-2023-123519,12/14/2023,12/21/2023,Sung Shariari,Consumer,Furniture,Tables,Hon Rectangular Conference Tables,136.53,1,-52.34,23-Dec,-38.30%,Loss,Medium,East
US-2023-123519,12/14/2023,12/21/2023,Sung Shariari,Consumer,Office Supplies,Art,Newell 35,2.62,1,0.3,23-Dec,11.30%,Profitable,Low,East
US-2023-148950,12/14/2023,12/19/2023,Joy Daniels,Consumer,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.1,4,-8.68,23-Dec,-170.00%,Loss,Low,Central
US-2023-130575,12/14/2023,12/16/2023,Cari Sayre,Corporate,Office Supplies,Binders,GBC VeloBind Cover Sets,9.26,3,-13.9,23-Dec,-150.00%,Loss,Low,Central
US-2023-148950,12/14/2023,12/19/2023,Joy Daniels,Consumer,Office Supplies,Fasteners,Assorted Color Push Pins,2.9,2,0.47,23-Dec,16.30%,Profitable,Low,Central
US-2023-148950,12/14/2023,12/19/2023,Joy Daniels,Consumer,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.02,3,-2.19,23-Dec,-6.30%,Loss,Low,Central
US-2023-123519,12/14/2023,12/21/2023,Sung Shariari,Consumer,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,1,42.89,23-Dec,16.30%,Profitable,Medium,East
US-2023-145541,12/14/2023,12/21/2023,Tom Boeckenhauer,Consumer,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96,4,2239.99,23-Dec,32.00%,Profitable,High,East
CA-2023-151799,12/14/2023,12/18/2023,Ben Ferrer,Home Office,Furniture,Tables,Bretford Rectangular Conference Table Tops,526.58,2,-52.66,23-Dec,-10.00%,Loss,High,East
CA-2023-151799,12/14/2023,12/18/2023,Ben Ferrer,Home Office,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",17.28,6,8.12,23-Dec,47.00%,Profitable,Low,East
CA-2023-151799,12/14/2023,12/18/2023,Ben Ferrer,Home Office,Office Supplies,Storage,Safco Industrial Shelving,73.85,1,2.22,23-Dec,3.00%,Profitable,Low,East
CA-2023-151799,12/14/2023,12/18/2023,Ben Ferrer,Home Office,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,6.68,23-Dec,26.00%,Profitable,Low,East
CA-2023-151799,12/14/2023,12/18/2023,Ben Ferrer,Home Office,Technology,Copiers,Canon PC1080F Personal Copier,1199.98,2,467.99,23-Dec,39.00%,Profitable,High,East
US-2023-129938,12/15/2023,12/17/2023,Ed Braxton,Corporate,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",445.8,7,-108.27,23-Dec,-24.30%,Loss,Medium,East
US-2023-101602,12/15/2023,12/18/2023,Mick Crebagga,Consumer,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,-21.81,23-Dec,-2.90%,Loss,High,Central
US-2023-119466,12/15/2023,12/21/2023,Sung Pak,Corporate,Furniture,Furnishings,Dana Swing-Arm Lamps,8.54,2,-7.48,23-Dec,-87.50%,Loss,Low,Central
US-2023-116673,12/15/2023,12/19/2023,Jas O'Carroll,Consumer,Furniture,Furnishings,Stackable Trays,6.16,2,1.97,23-Dec,32.00%,Profitable,Low,West
US-2023-101602,12/15/2023,12/18/2023,Mick Crebagga,Consumer,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,-9.15,23-Dec,-22.50%,Loss,Low,Central
US-2023-153913,12/16/2023,12/20/2023,Ken Black,Corporate,Furniture,Chairs,Hon Olson Stacker Stools,1013.83,9,101.38,23-Dec,10.00%,Profitable,High,South
US-2023-124247,12/16/2023,12/21/2023,Stefanie Holloman,Corporate,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,70.2,23-Dec,5.00%,Profitable,High,West
US-2023-136399,12/16/2023,12/17/2023,Chad Cunningham,Home Office,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,18.12,23-Dec,7.50%,Profitable,Medium,West
US-2023-113257,12/16/2023,12/18/2023,Sean Christensen,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,8.62,7,-2.59,23-Dec,-30.00%,Loss,Low,Central
US-2023-108273,12/16/2023,12/21/2023,Ed Jacobs,Consumer,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.57,2,-74.95,23-Dec,-132.50%,Loss,Low,Central
US-2023-100706,12/16/2023,12/18/2023,Laurel Elliston,Consumer,Furniture,Furnishings,Ultra Door Push Plate,29.46,6,9.72,23-Dec,33.00%,Profitable,Low,South
US-2023-136399,12/16/2023,12/17/2023,Chad Cunningham,Home Office,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,14.67,23-Dec,33.00%,Profitable,Low,West
US-2023-112718,12/16/2023,12/21/2023,Kean Nguyen,Corporate,Office Supplies,Binders,Avery Binder Labels,1.17,1,-0.86,23-Dec,-73.30%,Loss,Low,South
US-2023-153913,12/16/2023,12/20/2023,Ken Black,Corporate,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.98,2,0.67,23-Dec,33.80%,Profitable,Low,South
US-2023-108273,12/16/2023,12/21/2023,Ed Jacobs,Consumer,Office Supplies,Paper,Xerox 224,36.29,7,12.7,23-Dec,35.00%,Profitable,Low,Central
US-2023-151379,12/16/2023,12/20/2023,Steve Chapman,Corporate,Office Supplies,Paper,Xerox 1929,114.2,5,52.53,23-Dec,46.00%,Profitable,Medium,Central
US-2023-136399,12/16/2023,12/17/2023,Chad Cunningham,Home Office,Technology,Accessories,First Data FD10 PIN Pad,395,5,39.5,23-Dec,10.00%,Profitable,Medium,West
US-2023-100706,12/16/2023,12/18/2023,Laurel Elliston,Consumer,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,8,23-Dec,8.00%,Profitable,Low,South
US-2023-113257,12/16/2023,12/18/2023,Sean Christensen,Consumer,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,319.97,4,95.99,23-Dec,30.00%,Profitable,Medium,Central
US-2023-136399,12/16/2023,12/17/2023,Chad Cunningham,Home Office,Technology,Phones,GE 30524EE4,627.17,4,70.56,23-Dec,11.30%,Profitable,High,West
US-2023-123925,12/17/2023,12/19/2023,Roy Französisch,Consumer,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,11.21,23-Dec,28.00%,Profitable,Low,South
US-2023-139633,12/17/2023,12/24/2023,Erin Creighton,Consumer,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.48,4,-4.02,23-Dec,-73.30%,Loss,Low,East
US-2023-120768,12/19/2023,12/21/2023,Irene Maddox,Consumer,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,14,163.79,23-Dec,9.00%,Profitable,High,South
US-2023-150574,12/19/2023,12/25/2023,Mike Kennedy,Consumer,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.81,2,-3.69,23-Dec,-76.70%,Loss,Low,South
US-2023-120768,12/19/2023,12/21/2023,Irene Maddox,Consumer,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,6,74.85,23-Dec,49.00%,Profitable,Medium,South
US-2023-162992,12/19/2023,12/21/2023,Bart Pistole,Corporate,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5,8.79,23-Dec,39.00%,Profitable,Low,West
US-2023-162992,12/19/2023,12/21/2023,Bart Pistole,Corporate,Office Supplies,Labels,Avery 516,14.62,2,6.87,23-Dec,47.00%,Profitable,Low,West
US-2023-169446,12/19/2023,12/25/2023,Speros Goranitis,Consumer,Office Supplies,Paper,Xerox 229,15.55,3,5.44,23-Dec,35.00%,Profitable,Low,Central
US-2023-169446,12/19/2023,12/25/2023,Speros Goranitis,Consumer,Office Supplies,Storage,"Rogers Jumbo File, Granite",32.59,3,-7.74,23-Dec,-23.80%,Loss,Low,Central
US-2023-120768,12/19/2023,12/21/2023,Irene Maddox,Consumer,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,1,1.96,23-Dec,27.00%,Profitable,Low,South
US-2023-150574,12/19/2023,12/25/2023,Mike Kennedy,Consumer,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,-18.59,23-Dec,-7.50%,Loss,Medium,South
US-2023-162992,12/19/2023,12/21/2023,Bart Pistole,Corporate,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8,5,72.97,23-Dec,12.50%,Profitable,High,West
US-2023-162992,12/19/2023,12/21/2023,Bart Pistole,Corporate,Technology,Phones,Clarity 53712,211.17,4,15.84,23-Dec,7.50%,Profitable,Medium,West
US-2023-169446,12/19/2023,12/25/2023,Speros Goranitis,Consumer,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,323.98,3,36.45,23-Dec,11.30%,Profitable,Medium,Central
US-2023-134551,12/20/2023,12/25/2023,Tony Sayre,Consumer,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,74.57,23-Dec,11.30%,Profitable,High,South
US-2023-138681,12/20/2023,12/22/2023,Carol Triggs,Consumer,Furniture,Chairs,Global Low Back Tilter Chair,242.35,3,-42.41,23-Dec,-17.50%,Loss,Medium,West
US-2023-163412,12/20/2023,12/23/2023,Suzanne McNair,Corporate,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.19,3,36.3,23-Dec,18.90%,Profitable,Medium,East
US-2023-138681,12/20/2023,12/22/2023,Carol Triggs,Consumer,Furniture,Furnishings,"Computer Room Manger, 14""",51.97,2,10.39,23-Dec,20.00%,Profitable,Low,West
US-2023-160157,12/20/2023,12/27/2023,Mark Hamilton,Consumer,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.85,3,-21.47,23-Dec,-11.30%,Loss,Medium,East
US-2023-136567,12/20/2023,12/21/2023,Penelope Sewall,Home Office,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,100.12,23-Dec,22.00%,Profitable,Medium,South
US-2023-136567,12/20/2023,12/21/2023,Penelope Sewall,Home Office,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,493.79,23-Dec,22.00%,Profitable,High,South
US-2023-120852,12/20/2023,12/25/2023,William Brown,Consumer,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.43,2,-49.55,23-Dec,-255.00%,Loss,Low,Central
US-2023-134551,12/20/2023,12/25/2023,Tony Sayre,Consumer,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.51,7,3.81,23-Dec,8.80%,Profitable,Low,South
US-2023-156594,12/20/2023,12/23/2023,Michael Chen,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,12.3,23-Dec,26.00%,Profitable,Low,West
US-2023-156594,12/20/2023,12/23/2023,Michael Chen,Consumer,Office Supplies,Art,Newell 31,4.13,1,1.16,23-Dec,28.00%,Profitable,Low,West
US-2023-156594,12/20/2023,12/23/2023,Michael Chen,Consumer,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5,50.41,23-Dec,32.50%,Profitable,Medium,West
